代碼,商品,股本,產業,產業地位
3217,優群,9.01,"上櫃電子全部,上櫃電子零組件",轉型成為自製研發的連接器廠
3218,大學光,7.61,上櫃生技醫療,台灣最大視力健康連鎖集團
3219,倚強科,7.03,"上櫃電子全部,上櫃其他電子",轉型為自動化設備相關產品開發設計
3221,台嘉碩,10.29,"上櫃電子全部,上櫃通信網路",台灣最大表面聲波濾波器製造商
3224,三顧,5.80,"上櫃電子全部,上櫃電子通路",台灣電子材料批發銷售廠商並切入醫療美容產品服務
3226,至寶電,6.44,上櫃電機機械,主業轉型及切入LED車燈模組領域
3227,原相,14.31,"上櫃電子全部,上櫃半導體",為CMOS影像感測器及數位影像應用IC領導廠商
3228,金麗科,6.78,"上櫃電子全部,上櫃半導體",有線、無線網路之x86相容CPU解決方案廠商
3229,晟鈦,9.35,"上市電子全部,上市電子零組件",以小量多樣為主PCB廠
3230,錦明,5.90,"上櫃電子全部,上櫃光電",生產液晶螢幕金屬機構模具廠
3231,緯創,290.36,"上市電子全部,上市電腦及週邊設備",全球前五大NB代工廠
3232,昱捷,3.66,"上櫃電子全部,上櫃電子通路",台灣IC通路商，並佈局NMT射出加工技術
3234,光環,7.65,"上櫃電子全部,上櫃通信網路",光收發模組上游晶粒及封裝廠
3236,千如,9.29,"上櫃電子全部,上櫃電子零組件",台灣SMD晶片電感廠
3252,海灣,5.02,上櫃觀光,知名海邊渡假飯店
3257,虹冠電,7.27,"上市電子全部,上市半導體",台灣AC-DC類比電源管理IC領導廠
3259,鑫創,6.47,"上櫃電子全部,上櫃半導體",轉型為MEMS麥克風IC設計廠
3260,威剛,25.38,"上櫃電子全部,上櫃半導體",全球第二大記憶體模組廠
3264,欣銓,49.02,"上櫃電子全部,上櫃半導體",主攻晶圓測試，台灣前三大IC測試廠之一
3265,台星科,13.63,"上櫃電子全部,上櫃半導體",淡馬錫控股之IC封測廠
3266,昇陽,35.23,上市建材營造,推案集中於大台北地區之建商
3268,海德威,3.34,"上櫃電子全部,上櫃半導體",台灣消費性IC韌體設計廠
3272,東碩,5.55,"上櫃電子全部,上櫃電腦及週邊設備",全球PC/行動裝置擴充基座龍頭廠
3276,宇環,6.97,"上櫃電子全部,上櫃電子零組件",志超轉投資軟板與PCB代工業者
3284,太普高,5.60,上櫃其他,台灣最大預塗式感光平版(PS版)廠
3285,微端,4.27,"上櫃電子全部,上櫃其他電子",數位影音產品與LCD模組製造商
3287,廣寰科,4.40,"上櫃電子全部,上櫃電腦及週邊設備",「GAMDIAS」電競周邊產品品牌商
3288,點晶,2.27,"上櫃電子全部,上櫃電子零組件",LED、馬達驅動應用的類比IC設計廠商
3289,宜特,9.36,"上櫃電子全部,上櫃其他電子",台灣IC設計驗証服務市場龍頭
3290,東浦,9.95,"上櫃電子全部,上櫃電子零組件",塑膠精密元件模具廠及光學透明鏡片等專業代工
3293,鈊象,7.05,上櫃文化創意,台灣最大商用遊戲機開發商
3294,英濟,13.20,"上櫃電子全部,上櫃電子零組件",專營塑膠零組件射出與模具廠
3296,勝德,9.67,"上市電子全部,上市電子零組件",以PC應用為主的電源保護器廠
3297,杭特,3.68,"上櫃電子全部,上櫃光電",中低階安全監控設備廠商
3303,岱稜,9.61,"上櫃電子全部,上櫃其他電子",全球前三大的燙金箔領導商
3305,昇貿,12.32,"上市電子全部,上市其他電子",半導體封裝材料之錫膏、錫球生產商
3306,鼎天,5.06,"上櫃電子全部,上櫃通信網路",廣達轉投資的GPS及個人導航廠商
3308,聯德,9.86,"上市電子全部,上市電子零組件",台灣PC電源供應器供應商
3310,佳穎,5.03,"上櫃電子全部,上櫃電子零組件",台灣LED導線架及沖壓零件供應商
3311,閎暉,6.80,"上市電子全部,上市通信網路",聚焦於車用零組件及機構整合元件
3312,弘憶股,12.51,"上市電子全部,上市電子通路",為半導體零件代理商，主要代理瑞昱之通訊相關元件
3313,斐成,9.88,上櫃其他,大宗原物料買賣、家畜禽飼養及販售
3317,尼克森,6.13,"上櫃電子全部,上櫃半導體",台灣電源管理功率元件公司
3321,同泰,15.61,"上市電子全部,上市電子零組件",欣興、台表科轉投資的軟板公司
3322,建舜電,9.85,"上櫃電子全部,上櫃電子零組件",台灣連接元件及電子週邊元件廠
3323,加百裕,8.03,"上櫃電子全部,上櫃電腦及週邊設備",台灣三大NB電池模組廠之一
3324,雙鴻,8.84,"上櫃電子全部,上櫃其他電子",台灣前二大散熱模組廠商
3325,旭品,8.46,"上櫃電子全部,上櫃電腦及週邊設備",主要生產電腦機殼及電源供應器
3332,幸康,4.81,"上櫃電子全部,上櫃電子零組件",台灣專攻工業電源供應器廠，主銷歐美市場
3338,泰碩,8.79,"上市電子全部,上市電子零組件",台灣生產散熱器及PC用連接器廠
3339,泰谷,4.33,"上櫃電子全部,上櫃光電",台灣專業生產綠光、藍光、紫外光LED磊晶片及晶粒供應廠
3346,麗清,9.65,上市汽車,LED車燈模組製造廠
3354,律勝,7.01,"上櫃電子全部,上櫃電子零組件",台灣軟式印刷電路板基材製造商
3356,奇偶,8.98,"上市電子全部,上市光電",台灣專業安控廠，擁有自有品牌GeoVision
3357,臺慶科,10.31,"上櫃電子全部,上櫃電子零組件",台灣全系列電感元件製造商
3360,尚立,6.87,"上櫃電子全部,上櫃電子通路",主要代理SONY與SHARP的CMOS/CIS元件與面板為主
3362,先進光,13.15,"上櫃電子全部,上櫃光電",台灣光學鏡頭研發及製造廠商
3363,上詮,8.71,"上櫃電子全部,上櫃通信網路",台灣光纖被動元件大廠
3372,典範,17.21,"上櫃電子全部,上櫃半導體",記憶卡、影像感測元件封裝廠
3373,熱映,4.33,"上櫃電子全部,上櫃其他電子",主營紅外線精密量測技術產品
3374,精材,27.14,"上櫃電子全部,上櫃半導體","台積電旗下,台灣首家3D堆疊晶圓級封裝量產廠商"
3376,新日興,19.25,"上市電子全部,上市電子零組件",全球第一大NB樞紐供應商
3379,彬台,3.80,上櫃電機機械,台灣食品飲料機械設備供應大廠
3380,明泰,54.17,"上市電子全部,上市通信網路",佳世達轉投資的網通設備代工大廠
3383,新世紀,7.00,"上市電子全部,上市光電",群光集團旗下LED晶粒廠
3388,崇越電,7.41,"上櫃電子全部,上櫃電子零組件",台灣矽利光產品專業代理通路商
3390,旭軟,6.75,"上櫃電子全部,上櫃電子零組件",專攻LCM模組的軟板廠
3402,漢科,7.30,"上櫃電子全部,上櫃其他電子",專注於特殊氣體輸配工程設備廠商
3406,玉晶光,11.19,"上市電子全部,上市光電",生產玻璃鏡片，球面片及非球面塑膠鏡片鏡頭廠商
3413,京鼎,8.78,"上市電子全部,上市半導體",鴻海集團旗下專注於半導體設備的廠商
3416,融程電,7.25,"上市電子全部,上市電腦及週邊設備",專攻工業電腦用顯示器廠
3419,譁裕,12.05,"上市電子全部,上市通信網路",全球最大的WiFi天線製造商
3426,台興,2.64,上櫃電機機械,台灣專業電磁閥製造商
3432,台端,6.66,"上市電子全部,上市電子零組件",連接器以應用NB、手機、卡類、汽車為主之製造商
3434,哲固,2.27,"上櫃電子全部,上櫃光電",台灣安全監控顯示器廠商
3437,榮創,14.45,"上市電子全部,上市光電",鴻海旗下LED封裝廠
3438,類比科,4.72,"上櫃電子全部,上櫃半導體",台灣面板電源管理IC龍頭
3441,聯一光,4.00,"上櫃電子全部,上櫃光電",台灣光學鏡頭上游專業光學毛胚廠
3443,創意,13.40,"上市電子全部,上市半導體",台積電轉投資之設計IP廠
3444,利機,3.91,"上櫃電子全部,上櫃電子通路",台灣電子材料通路商
3450,聯鈞,14.57,"上市電子全部,上市半導體",全球最大雷射二極體封測代工廠
3454,晶睿,8.70,"上市電子全部,上市光電",全球IP Camera製造大廠
3455,由田,6.15,"上櫃電子全部,上櫃光電",台灣最大光學檢測設備製造商
3465,進泰電子,3.22,"上櫃電子全部,上櫃電子零組件",轉型音響OEM/ODM製造商
3466,致振,6.09,"上櫃電子全部,上櫃通信網路",台灣機上盒製造廠
3479,安勤,7.06,"上櫃電子全部,上櫃電腦及週邊設備",仁寶集團旗下工業電腦廠
3481,群創,1047.09,"上市電子全部,上市光電",全球知名面板大廠
3483,力致,7.07,"上櫃電子全部,上櫃電腦及週邊設備",具風扇及熱導管自製能力的散熱廠商
3484,崧騰,6.97,"上櫃電子全部,上櫃電子零組件",全球第三大工具機開關領導廠商
3489,森寶,8.31,上櫃建材營造,轉型為營建商，推案集中在新北市地區
3490,單井,5.70,"上櫃電子全部,上櫃光電",台灣半導體封裝模具、自動化設備及太陽能系統安裝廠商
3491,昇達科,6.22,"上櫃電子全部,上櫃通信網路",台灣唯一生產微波通訊被動元件廠商
3492,長盛,3.55,"上櫃電子全部,上櫃電子零組件",台灣連接器與線組製造商
3494,誠研,17.95,"上市電子全部,上市電腦及週邊設備",熱昇華式數位相片印表機供應商
3498,陽程,6.35,"上櫃電子全部,上櫃其他電子",台灣TFT、PCB、環境工程及物流等自動化設備廠
3499,環天科,5.50,"上櫃電子全部,上櫃通信網路",台灣GPS相關應用製造業者
3501,維熹,11.83,"上市電子全部,上市電子零組件",正崴集團之連接線廠
3504,揚明光,11.41,"上市電子全部,上市光電",背投電視及投影機用光機引擎生產廠商
3508,位速,10.22,"上櫃電子全部,上櫃其他電子",手機外殼電鍍、濺鍍與塗裝之表面處理專業廠
3511,矽瑪,8.00,"上櫃電子全部,上櫃電子零組件",台灣唯一有能力生產手機防水耳機連接器廠商
3512,皇龍,8.40,"上櫃電子全部,上櫃電子零組件",從事散熱片設計製造及營建事業
3515,華擎,12.06,"上市電子全部,上市電腦及週邊設備",華碩旗下專攻低階MB品牌廠
3516,亞帝歐,5.06,"上櫃電子全部,上櫃光電",轉型為LED照明廠商
3518,柏騰,8.08,"上市電子全部,上市其他電子",為台灣第一家具備低溫真空濺鍍之專業廠商
3520,華盈,4.88,"上櫃電子全部,上櫃電子零組件",台灣連接線材及網通資安設備供應商
3521,鴻翊,4.73,"上櫃電子全部,上櫃電腦及週邊設備",台灣POS硬體系統服務製造商
3522,御頂,7.26,上櫃觀光,連鎖餐飲事業，擁有頂鮮餐廳及晶宴會館
3523,迎輝,10.30,"上櫃電子全部,上櫃光電",轉型為3D電影銀幕製造、量子點膜以及工控ITO導電膜
3526,凡甲,5.58,"上櫃電子全部,上櫃電子零組件",以NB為主要應用的連接器廠
3527,聚積,4.44,"上櫃電子全部,上櫃半導體",全球第一大LED顯示屏驅動IC設計廠
3528,安馳,6.56,"上市電子全部,上市電子通路",台灣前5大IC通路商
3529,力旺,7.61,"上櫃電子全部,上櫃半導體",FLASH記憶體晶片之矽智財廠
3530,晶相光,7.81,"上市電子全部,上市半導體",力晶與OmniVision合資之CMOS影像感測元件廠
3531,先益,6.12,"上櫃電子全部,上櫃光電",LED中小尺寸背光模組專業製造廠
3532,台勝科,38.78,"上市電子全部,上市半導體",台塑與Sumco合資成立的矽晶圓製造商
3533,嘉澤,10.35,"上市電子全部,上市電子零組件",全球前三大CPU Socket製造商
3535,晶彩科,7.91,"上市電子全部,上市光電",台灣LCD全製程檢測設備廠
3536,誠創,10.68,"上市電子全部,上市半導體",轉型為二極體製造商
3537,堡達,5.36,"上櫃電子全部,上櫃電子零組件",主要為Panasonic被動元件代理通路商
3540,曜越,6.66,"上櫃電子全部,上櫃電腦及週邊設備",專攻Clone遊戲玩家市場之電競週邊設備製造商
3541,西柏,5.68,"上櫃電子全部,上櫃其他電子",台灣最大智慧型影音訊號解決方案商
3543,州巧,8.93,"上市電子全部,上市光電",專注LCD TV面板沖壓件製造商
3545,敦泰,21.63,"上市電子全部,上市半導體",台灣中小尺寸LCD驅動IC廠
3546,宇峻,4.59,上櫃文化創意,線上遊戲開發商
3548,兆利,6.01,"上櫃電子全部,上櫃電子零組件",全球前三大NB樞紐生產商
3550,聯穎,8.50,"上市電子全部,上市電子零組件",3C影音傳輸線材專業供應商
3551,世禾,5.68,"上櫃電子全部,上櫃其他電子",台灣半導體與光電設備清洗龍頭廠
3552,同致,8.56,"上櫃電子全部,上櫃其他電子",全球知名倒車雷達大廠
3555,重鵬,3.56,"上櫃電子全部,上櫃半導體",記憶體產品及生技產品之銷售
3556,禾瑞亞,5.95,"上櫃電子全部,上櫃半導體",禾伸堂旗下觸控面板IC設計廠
3557,嘉威,7.23,上市其他,家居餐飲用品貿易商
3558,神準,4.91,"上櫃電子全部,上櫃通信網路",神腦轉投資的無線網路設備大廠
3563,牧德,4.47,"上市電子全部,上市光電",台灣最大的PCB光學檢測設備供應商
3564,其陽,5.91,"上櫃電子全部,上櫃通信網路",友通轉投資的網路安全設備廠
3567,逸昌,3.41,"上櫃電子全部,上櫃半導體",專注類比與混合訊號IC測試廠
3570,大塚,1.71,"上櫃電子全部,上櫃資訊服務",工程繪圖CAD/CAM/CAE/CAID軟體代理商
3576,聯合再生,266.50,"上市電子全部,上市光電",台灣太陽能電池模組龍頭
3577,泓格,5.29,"上櫃電子全部,上櫃電腦及週邊設備",專攻PAC遠端控制器的IPC廠
3580,友威科,3.95,"上櫃電子全部,上櫃其他電子",台灣真空設備與真空濺鍍供應商
3581,博磊,5.10,"上櫃電子全部,上櫃半導體",國內提供封裝測試設備及治具之專業製造商
3583,辛耘,8.11,"上市電子全部,上市半導體",半導體製程設備及再生晶圓廠商
3587,閎康,6.23,"上櫃電子全部,上櫃其他電子",台灣材料分析及可靠性驗證服務廠
3588,通嘉,4.78,"上市電子全部,上市半導體",台灣少數跨AC/DC及DC/DC的電源管理IC設計廠商
3591,艾笛森,12.26,"上市電子全部,上市光電",台灣最大高功率LED產品設計製造廠商
3593,力銘,9.30,"上市電子全部,上市電子零組件",轉型主攻塑膠射出成型
3594,磐儀,7.32,"上櫃電子全部,上櫃電腦及週邊設備",專攻系統產品的工業電腦廠
3596,智易,20.84,"上市電子全部,上市通信網路",仁寶集團轉投資寬頻設備製造廠
3597,映興,3.51,"上櫃電子全部,上櫃電子零組件",台灣電子零組件製造及代理商
3605,宏致,12.24,"上市電子全部,上市電子零組件",台灣NB連接器大廠
3607,谷崧,12.17,"上市電子全部,上市電子零組件",專營3C塑膠零組件、模具等表面處理廠
3609,東林,3.07,"上櫃電子全部,上櫃電子零組件",台灣電子安定器廠
3611,鼎翰,4.25,"上櫃電子全部,上櫃電腦及週邊設備",台半轉投資的台灣最大條碼印表機製造廠
3615,安可,6.85,"上櫃電子全部,上櫃光電",錸德轉投資的ITO導電玻璃專業鍍膜廠
3617,碩天,8.10,"上市電子全部,上市其他電子",北美地區UPS市場前三大品牌之一
3622,洋華,15.13,"上市電子全部,上市光電",台灣中小尺寸觸控面板廠
3623,富晶通,2.92,"上櫃電子全部,上櫃光電",中環與富士通合資之觸控面板廠
3624,光頡,11.73,"上櫃電子全部,上櫃電子零組件",被動元件薄膜製程電阻元件廠
3625,西勝,8.54,"上櫃電子全部,上櫃電腦及週邊設備",可攜式產品之電池模組及充電器供應商
3628,盈正,4.50,"上櫃電子全部,上櫃其他電子",專注於生產中.大.微型UPS之廠商
3629,地心引力,3.22,上櫃文化創意,轉型為手機遊戲代理運營商
3630,新鉅科,18.42,"上櫃電子全部,上櫃光電",台灣感測鏡頭供應商
3631,晟楠,8.18,"上櫃電子全部,上櫃電子零組件",錫條、錫絲、錫膏及鉛助焊劑供應商
3632,研勤,4.09,"上櫃電子全部,上櫃通信網路",以PAPAGO為品牌之行車紀錄器及導航軟體廠商
3642,駿熠電,4.04,"上櫃電子全部,上櫃其他電子",NB及手機按鍵大廠，並切入散熱片產品
3645,達邁,13.08,"上市電子全部,上市電子零組件",全球第四大聚醯亞胺薄膜生產廠商
3646,艾恩特,3.93,"上櫃電子全部,上櫃電子零組件",台灣NB、DC用連結器大廠
3652,精聯,4.71,"上櫃電子全部,上櫃電腦及週邊設備",台灣自動資料收集ADC大廠
3653,健策,12.22,"上市電子全部,上市電子零組件",全球最大遊戲抗均熱片供應商
3661,世芯-KY,7.03,"上市電子全部,上市半導體",全球ASIC及設計IP業者
3663,鑫科,7.35,"上櫃電子全部,上櫃其他電子",屬中鋼集團之台灣前兩大濺鍍靶材廠
3664,安瑞-KY,5.11,"上櫃電子全部,上櫃通信網路",雲端ADC設備廠
3665,貿聯-KY,13.36,"上市電子全部,上市其他電子",Tesla電池線束獨家供應商
3666,光耀,5.86,"上櫃電子全部,上櫃光電",為光群雷轉投資之聚光片廠
3669,圓展,9.29,"上市電子全部,上市通信網路",圓剛轉投資之視訊會議與教學簡報系統供應商
3672,康聯訊,3.23,"上櫃電子全部,上櫃通信網路",台灣光纖網路設備製造商
3673,TPK-KY,40.67,"上市電子全部,上市光電",全球最大玻璃投射電容觸控模組廠
3675,德微,4.44,"上櫃電子全部,上櫃半導體",台灣整流二極體供應商
3679,新至陞,6.26,"上市電子全部,上市電子零組件",為塑膠模具設計及射出廠商
3680,家登,8.41,"上櫃電子全部,上櫃半導體",台灣半導體光罩及晶圓傳載供應商
3682,亞太電,381.72,"上市電子全部,上市通信網路",隸屬鴻海集團的台灣第四大電信業者
3684,榮昌,2.46,"上櫃電子全部,上櫃通信網路",高頻連接線及無線通訊整合次系統廠商
3685,元創精密,8.00,上櫃電機機械,車用導光板及沖焊零件供應商
3686,達能,11.35,"上市電子全部,上市半導體",台灣太陽能多晶矽晶片製造商
3687,歐買尬,3.01,上櫃電子商務,第三方金流服務及遊戲代理商
3689,湧德,6.97,"上櫃電子全部,上櫃電子零組件",主要生產DT主機板、網通用連接器
3691,碩禾,6.59,"上櫃電子全部,上櫃光電",國碩轉投資太陽能導電漿大廠
3693,營邦,3.85,"上櫃電子全部,上櫃電腦及週邊設備",台灣伺服器及工業電腦之機殼廠
3694,海華,15.04,"上市電子全部,上市通信網路",華碩旗下無線網路模組公司
3701,大眾控,19.03,"上市電子全部,上市電腦及週邊設備",大眾集團之控股公司
3702,大聯大,167.91,"上市電子全部,上市電子通路",全球前三大IC通路商
3703,欣陸,82.32,上市建材營造,由大陸建設換股成立之建設、營造控股公司
3704,合勤控,44.84,"上市電子全部,上市通信網路",兼營品牌「ZyXEL」與代工業務之網通設備廠
3705,永信,26.64,"上市化學生技醫療,上市生技醫療",台灣最大製藥及健康科技之控股公司
3706,神達,120.66,"上市電子全部,上市電腦及週邊設備",控股子公司從事伺服器、儲存設備、GPS等業務
3707,漢磊,31.39,"上櫃電子全部,上櫃半導體",中小型晶圓代工與磊晶供應商
3708,上緯投控,9.35,"上市化學生技醫療,上市化工",全球第二、亞洲最大環保耐蝕樹脂商
3709,鑫聯大投控,7.96,"上櫃電子全部,上櫃電腦及週邊設備",台灣主要資訊通訊通路代理商之一
3710,連展投控,21.20,"上櫃電子全部,上櫃電子零組件",手機隱藏式天線及I/O連接器廠
3711,日月光投控,438.24,"上市電子全部,上市半導體",日月光及矽品規劃籌組新投資控股公司
3712,永崴投控,24.62,"上市電子全部,上市電腦及週邊設備",勁永、崴強、光燿科合併設立控股公司
3713,新晶投控,7.81,"上櫃電子全部,上櫃光電",股份轉換成立，旗下100%持股頂晶科
3714,富采,68.53,"上市電子全部,上市光電",晶電、隆達股份轉換而設立的投資控股公司
4102,永日,4.24,上櫃生技醫療,永信製藥旗下原料藥廠
4104,佳醫,14.11,"上市化學生技醫療,上市生技醫療",台灣最大洗腎相關儀器及耗材代理商
4105,東洋,24.87,上櫃生技醫療,台灣最大抗癌症藥廠
4106,雃博,10.09,"上市化學生技醫療,上市生技醫療",亞洲最大防褥瘡氣墊床廠
4107,邦特,6.93,上櫃生技醫療,台灣血液迴路管、穿刺針龍頭
4108,懷特,19.86,"上市化學生技醫療,上市生技醫療",美吾華旗下植物新藥研發公司
4109,加捷生醫,8.89,上櫃生技醫療,台灣最大甲魚相關保健食品廠
4111,濟生,5.70,上櫃生技醫療,主要從事血液透析濃縮液產品開發
4113,聯上,21.11,上櫃建材營造,聯上集團旗下建商，負責南部推案
4114,健喬,28.08,上櫃生技醫療,台灣主要學名藥產銷及代理商
4116,明基醫,4.46,上櫃生技醫療,明基旗下醫療器材及手術設備供應商
4119,旭富,7.95,"上市化學生技醫療,上市生技醫療",全球最大苯丙酮中間體供應商
4120,友華,8.67,上櫃生技醫療,台灣最大玻尿酸代理進口商
4121,優盛,7.93,上櫃生技醫療,全球前三大電子式血壓計製造商
4123,晟德,45.93,上櫃生技醫療,台灣最大水劑製造商
4126,太醫,7.26,上櫃生技醫療,醫療耗材、導管及醫院氣器及相關工程大廠
4127,天良,4.58,上櫃生技醫療,以天良牌、鐵獅牌銷售保健品及代理諾得膠囊廠商
4128,中天,42.53,上櫃生技醫療,台灣首家符合GMP之發酵中藥廠，並經營棉花田有機食品通路
4129,聯合,7.81,上櫃生技醫療,台灣主要骨科植入物及器材廠商
4130,健亞,10.79,上櫃生技醫療,學名藥代工及新藥研發廠
4131,晶宇,4.83,上櫃生技醫療,高分子生物檢驗晶片廠
4133,亞諾法,6.06,"上市化學生技醫療,上市生技醫療",全球最大的抗體及重組蛋白生產商
4137,麗豐-KY,7.95,"上市化學生技醫療,上市生技醫療",克麗緹娜品牌之美容護膚產品通路商
4138,曜亞,3.00,上櫃生技醫療,佳醫旗下台灣最大醫學美容器材代理商
4139,馬光-KY,4.25,上櫃生技醫療,新加坡中醫醫療連鎖機構龍頭
4141,龍燈-KY,17.51,"上市化學生技醫療,上市生技醫療",全球知名植物保護劑大廠
4142,國光生,42.95,"上市化學生技醫療,上市生技醫療",亞洲唯一獲得歐盟GMP認證之流感疫苗商
4147,中裕,25.22,上櫃生技醫療,專注於愛滋新藥研發
4148,全宇生技-KY,6.40,"上市化學生技醫療,上市生技醫療",馬來西亞生化複合肥料龍頭廠商
4152,台微體,8.42,上櫃生技醫療,利用微脂體技術研發新藥之廠商
4153,鈺緯,6.18,上櫃生技醫療,主要從事醫療及工業顯示器生產
4154,康樂-KY,3.03,上櫃生技醫療,馬來西亞機能性飲品龍頭
4155,訊映,9.49,"上市化學生技醫療,上市生技醫療",血糖儀、血糖試片、居家醫療器材廠商
4157,太景*-KY,0.01,上櫃生技醫療,小分子創新化合物新藥研發廠
4160,創源,2.42,上櫃生技醫療,訊聯旗下國內第一家基因檢測上櫃公司
4161,聿新科,5.27,上櫃生技醫療,血糖測試設備及保養品研發，並利用福壽螺萃取物開發天然蝦紅素
4162,智擎,14.66,上櫃生技醫療,胰臟癌新藥MM-398已取得台灣及美國藥證
4163,鐿鈦,4.83,上櫃生技醫療,精密扣件起家並成功轉型醫療手術機械之廠商
4164,承業醫,15.73,"上市化學生技醫療,上市生技醫療",台灣最大腫瘤醫學設備代理商
4167,松瑞藥,30.15,上櫃生技醫療,全球前三大培南類抗生素原料藥供應商
4168,醣聯,9.75,上櫃生技醫療,尖端醫轉投資醣質標靶藥物研發廠
4171,瑞基,4.79,上櫃農業科技業,全球最大蝦類白點病毒檢測試劑廠
4173,久裕,7.46,上櫃生技醫療,佳醫旗下藥品經銷物流商
4174,浩鼎,19.93,上櫃生技醫療,潤泰集團旗下擁有OPopS技術平台的醣基新藥研發公司
4175,杏一,3.16,上櫃生技醫療,台灣醫療用品連鎖服務通路
4183,福永生技,2.38,上櫃生技醫療,台灣血糖測試設備商
4188,安克,5.32,上櫃生技醫療,懷特旗下電腦輔助診斷軟體研發廠
4190,佐登-KY,6.09,"上市化學生技醫療,上市生技醫療",研發生產、銷售保養品及課程服務之跨國美容美體集團
4192,杏國,11.51,上櫃生技醫療,杏輝旗下植物新藥研發廠
4198,欣大健康,6.55,上櫃生技醫療,高階數位X光機及骨質密度檢測設備廠
4205,中華食,8.07,上櫃食品,中華豆腐及豆花製造廠
4207,環泰,16.21,上櫃食品,台灣三大果糖廠之一
4303,信立,7.00,上櫃塑膠,植毛絨布及PVC皮居領導地位之廠商
4304,勝昱,3.60,上櫃塑膠,台灣EMI電磁波屏隔材料第一大廠
4305,世坤,5.50,上櫃塑膠,專業PVC軟質膠布廠
4306,炎洲,57.59,上市塑膠,全球第一大PVC膠帶生產商
4401,東隆興,12.03,上櫃紡織纖維,亞洲最大的尼龍66線紗供應商
4402,福大,4.60,上櫃紡織纖維,經營紡織及太陽能電站業務
4406,新昕纖,5.19,上櫃紡織纖維,為特殊規格加工絲的中小型假撚廠
4413,飛寶企業,3.13,上櫃紡織纖維,主要經營長纖布業務
4414,如興,81.89,上市紡織纖維,年興轉投資之國內知名成衣代工製造商之一
4416,三圓,6.04,上櫃建材營造,從事國民住宅興建及出租出售業務
4417,金洲,8.40,上櫃紡織纖維,全球第一大漁網生產商
4419,元勝,4.66,上櫃紡織纖維,氣撚加工絲廠並跨入資訊安全領域
4420,光明,4.05,上櫃紡織纖維,台灣最大新娘禮服布製造廠
4426,利勤,17.27,上市紡織纖維,3D立體織物之專業生產商
4429,聚紡,3.44,上櫃紡織纖維,全球最大透濕防水布料代工廠
4430,耀億,5.63,上櫃其他,全球第一大之網球拍線製造商
4432,銘旺實,5.06,上櫃紡織纖維,主要客戶為Adidas、Reebok等運動服大廠
4433,興采,4.70,上櫃紡織纖維,首創環保咖啡紗的功能性布料領導商
4438,廣越,10.34,上市紡織纖維,為國際知名運動品牌之羽絨服製造商
4439,冠星-KY,3.15,上市紡織纖維,adidas運動服飾品牌最大的短纖布料供應商
4502,健信,5.08,上櫃電機機械,台灣主要汽車鋼圈及鋁圈廠
4503,金雨,3.93,上櫃電機機械,台灣最大自動販賣機製造廠
4506,崇友,17.70,上櫃電機機械,台灣前三大電梯製造商
4510,高鋒,10.80,上櫃電機機械,台灣從事生產切削機及龍門機廠商
4513,福裕,7.69,上櫃電機機械,台灣最大磨床廠商
4523,永彰,6.40,上櫃電機機械,永大轉投資汽車空調OEM廠商
4526,東台,25.48,上市電機機械,台灣第一個具有雷射鑽孔機技術的工具機廠商
4527,方土霖,7.62,上櫃電機機械,為冰水主機與空調設備製造商，台灣市佔率達50%
4528,江興鍛,7.65,上櫃電機機械,台灣汽車傳動系統零件鍛造廠
4529,淳紳,8.66,上櫃其他,轉型為電動車製造商
4530,宏易,4.62,上櫃電機機械,公司轉型為汽車零件及咖啡產業事業
4532,瑞智,50.49,上市電機機械,全球前四大壓縮機廠
4533,協易機,15.84,上櫃電機機械,台灣沖床大廠
4534,慶騰,9.10,上櫃電機機械,為台灣粉末冶金及齒輪箱設計開發知名廠商
4535,至興,7.57,上櫃電機機械,台灣最大汽機車精密沖壓零件廠
4536,拓凱,9.08,上市其他,全球知名碳纖維網球拍生產商
4538,大詠城,5.05,上櫃電機機械,台灣工具機鑄件廠
4540,全球傳動,9.42,上市電機機械,台灣知名的精密滾珠螺桿廠
4541,晟田,6.76,上櫃其他,台灣唯一生產飛機起落架零組件廠商
4542,科嶠,2.83,"上櫃電子全部,上櫃電子零組件",PCB用自動化乾燥設備製造大廠
4543,萬在,5.70,上櫃電機機械,專供AM市場汽車空調與引擎冷卻系統零件製造廠
4545,銘鈺,7.70,"上市電子全部,上市電子零組件",銘異轉投資硬碟機音圈馬達廠商
4549,桓達,4.24,上櫃電機機械,台灣最大製程自動化感測器廠
4550,長佳,3.78,上櫃電機機械,專業的機電工程整合公司
4551,智伸科,11.77,上市汽車,汽車動力及安全零組件大廠商
4552,力達-KY,11.60,上市電機機械,大陸通用型空氣壓縮機品牌領導廠商
4554,橙的,2.14,"上櫃電子全部,上櫃其他電子",胎壓偵測器在北美市佔率達7%以上
4555,氣立,6.70,上市電機機械,台灣氣壓自動化零組件廠商
4556,旭然,4.19,上櫃其他,台灣最大的工業過濾設備製造商
4557,永新-KY,3.98,上市汽車,北美最大AM汽車?車總分泵之零件供應商
4560,強信-KY,6.82,上市電機機械,全球工業縫紉機零配件大廠
4561,健椿,5.85,上櫃電機機械,台灣最大精密主軸製造廠
4562,穎漢,6.75,上市電機機械,全球第一大金屬彎管機製造商
4563,百德,5.50,上櫃電機機械,為台灣老字號的綜合加工機製造廠商
